ORDERNUMBER,QUANTITYORDERED,PRICEEACH,STATUS,PRODUCTLINE,PRODUCTCODE,COUNTRY
10167,46,73.12,Cancelled,Ships,S18_3029,Sweden
10178,41,81.72,Shipped,Ships,S18_3029,France
10186,32,89.46,Shipped,Ships,S18_3029,UK
10197,46,87.74,Shipped,Ships,S18_3029,Spain
10209,28,100,Shipped,Ships,S18_3029,USA
10222,49,94.62,Shipped,Ships,S18_3029,USA
10248,21,73.98,Cancelled,Ships,S18_3029,USA
10262,32,84.3,Cancelled,Ships,S18_3029,Spain
10273,34,98.06,Shipped,Ships,S18_3029,Belgium
10283,21,98.06,Shipped,Ships,S18_3029,Canada
10296,21,96.34,Shipped,Ships,S18_3029,Germany
10307,31,83.44,Shipped,Ships,S18_3029,USA
10316,21,94.62,Shipped,Ships,S18_3029,UK
10327,25,45.86,Resolved,Ships,S18_3029,Denmark
10338,28,82.58,Shipped,Ships,S18_3029,Belgium
10350,43,64.97,Shipped,Ships,S18_3029,Spain
10373,22,86.74,Shipped,Ships,S18_3029,Finland
10386,37,93.01,Resolved,Ships,S18_3029,Spain
10398,28,72.26,Shipped,Ships,S18_3029,France
10400,30,74.84,Shipped,Ships,S18_3029,USA
10414,44,73.98,On Hold,Ships,S18_3029,USA
10103,25,100,Shipped,Vintage Cars,S18_3136,Norway
10111,43,100,Shipped,Vintage Cars,S18_3136,USA
10126,30,97.39,Shipped,Vintage Cars,S18_3136,Spain
10139,20,90.06,Shipped,Vintage Cars,S18_3136,Australia
10150,26,100,Shipped,Vintage Cars,S18_3136,Singapore
10163,40,100,Shipped,Vintage Cars,S18_3136,USA
10173,31,89.01,Shipped,Vintage Cars,S18_3136,Italy
10183,22,100,Shipped,Vintage Cars,S18_3136,USA
10193,23,100,Shipped,Vintage Cars,S18_3136,Australia
10206,30,100,Shipped,Vintage Cars,S18_3136,Canada
10215,49,100,Shipped,Vintage Cars,S18_3136,USA
10228,31,100,Shipped,Vintage Cars,S18_3136,USA
10244,29,100,Shipped,Vintage Cars,S18_3136,Spain
10257,37,84.82,Shipped,Vintage Cars,S18_3136,USA
10270,38,100,Shipped,Vintage Cars,S18_3136,Australia
10280,29,100,Shipped,Vintage Cars,S18_3136,Italy
10291,23,100,Shipped,Vintage Cars,S18_3136,Sweden
10304,26,85.87,Shipped,Vintage Cars,S18_3136,France
10312,38,100,Shipped,Vintage Cars,S18_3136,USA
10322,48,47.04,Shipped,Vintage Cars,S18_3136,USA
10332,40,39.8,Shipped,Vintage Cars,S18_3136,UK
10347,45,100,Shipped,Vintage Cars,S18_3136,Australia
10357,44,100,Shipped,Vintage Cars,S18_3136,USA
10369,21,94.22,Shipped,Vintage Cars,S18_3136,USA
10381,35,100,Shipped,Vintage Cars,S18_3136,USA
10392,29,86.92,Shipped,Vintage Cars,S18_3136,Austria
10423,21,84.82,In Process,Vintage Cars,S18_3136,Belgium
10105,22,100,Shipped,Vintage Cars,S18_3140,Denmark
10117,26,100,Shipped,Vintage Cars,S18_3140,Singapore
10128,41,100,Shipped,Vintage Cars,S18_3140,Spain
10142,47,100,Shipped,Vintage Cars,S18_3140,USA
10153,31,100,Shipped,Vintage Cars,S18_3140,Spain
10166,43,100,Shipped,Vintage Cars,S18_3140,USA
10177,23,100,Shipped,Vintage Cars,S18_3140,Spain
10185,28,100,Shipped,Vintage Cars,S18_3140,USA
10196,49,100,Shipped,Vintage Cars,S18_3140,USA
10208,24,100,Shipped,Vintage Cars,S18_3140,France
10221,33,100,Shipped,Vintage Cars,S18_3140,Belgium
10232,22,100,Shipped,Vintage Cars,S18_3140,UK
10248,32,100,Cancelled,Vintage Cars,S18_3140,USA
10273,40,100,Shipped,Vintage Cars,S18_3140,Belgium
10282,43,100,Shipped,Vintage Cars,S18_3140,USA
10293,24,100,Shipped,Vintage Cars,S18_3140,Italy
10306,32,100,Shipped,Vintage Cars,S18_3140,UK
10314,20,100,Shipped,Vintage Cars,S18_3140,Denmark
10325,24,69.12,Shipped,Vintage Cars,S18_3140,Norway
10336,48,100,Shipped,Vintage Cars,S18_3140,France
10350,44,100,Shipped,Vintage Cars,S18_3140,Spain
10372,28,100,Shipped,Vintage Cars,S18_3140,Japan
10383,24,61.52,Shipped,Vintage Cars,S18_3140,Spain
10396,33,100,Shipped,Vintage Cars,S18_3140,USA
10414,41,100,On Hold,Vintage Cars,S18_3140,USA
10104,23,100,Shipped,Classic Cars,S18_3232,Spain
10109,46,100,Shipped,Classic Cars,S18_3232,USA
10114,48,100,Shipped,Classic Cars,S18_3232,France
10122,25,100,Shipped,Classic Cars,S18_3232,France
10127,22,100,Shipped,Classic Cars,S18_3232,USA
10136,41,100,Shipped,Classic Cars,S18_3232,France
10141,34,100,Shipped,Classic Cars,S18_3232,Finland
10148,32,100,Shipped,Classic Cars,S18_3232,Australia
10151,21,100,Shipped,Classic Cars,S18_3232,Finland
10160,20,100,Shipped,Classic Cars,S18_3232,USA
10165,47,100,Shipped,Classic Cars,S18_3232,Singapore
10171,39,100,Shipped,Classic Cars,S18_3232,Canada
10175,29,100,Shipped,Classic Cars,S18_3232,UK
10181,45,100,Shipped,Classic Cars,S18_3232,Norway
10184,28,100,Shipped,Classic Cars,S18_3232,Spain
10192,26,100,Shipped,Classic Cars,S18_3232,USA
10195,50,100,Shipped,Classic Cars,S18_3232,USA
10203,48,100,Shipped,Classic Cars,S18_3232,Spain
10207,25,100,Shipped,Classic Cars,S18_3232,USA
10212,40,100,Shipped,Classic Cars,S18_3232,Spain
10225,43,100,Shipped,Classic Cars,S18_3232,Switzerland
10229,22,100,Shipped,Classic Cars,S18_3232,USA
10239,47,100,Shipped,Classic Cars,S18_3232,Finland
10246,36,100,Shipped,Classic Cars,S18_3232,Spain
10253,40,100,Cancelled,Classic Cars,S18_3232,UK
10259,27,100,Shipped,Classic Cars,S18_3232,Singapore
10266,29,100,Shipped,Classic Cars,S18_3232,Italy
10271,20,100,Shipped,Classic Cars,S18_3232,USA
10278,42,100,Shipped,Classic Cars,S18_3232,USA
10281,25,100,Shipped,Classic Cars,S18_3232,USA
10287,36,100,Shipped,Classic Cars,S18_3232,Switzerland
10292,21,100,Shipped,Classic Cars,S18_3232,USA
10301,23,100,Shipped,Classic Cars,S18_3232,Norway
10305,37,100,Shipped,Classic Cars,S18_3232,USA
10310,48,100,Shipped,Classic Cars,S18_3232,Germany
10313,25,100,Shipped,Classic Cars,S18_3232,Canada
10321,33,100,Shipped,Classic Cars,S18_3232,USA
10324,27,100,Shipped,Classic Cars,S18_3232,USA
10331,27,100,Shipped,Classic Cars,S18_3232,USA
10334,20,100,On Hold,Classic Cars,S18_3232,Sweden
10342,30,100,Shipped,Classic Cars,S18_3232,Australia
10349,48,100,Shipped,Classic Cars,S18_3232,USA
10358,32,93.49,Shipped,Classic Cars,S18_3232,Spain
10366,34,100,Shipped,Classic Cars,S18_3232,Belgium
10370,27,56.85,Shipped,Classic Cars,S18_3232,Australia
10377,39,100,Shipped,Classic Cars,S18_3232,Finland
10383,47,100,Shipped,Classic Cars,S18_3232,Spain
10394,22,100,Shipped,Classic Cars,S18_3232,Spain
10405,55,100,Shipped,Classic Cars,S18_3232,France
10412,60,100,Shipped,Classic Cars,S18_3232,Spain
10419,35,100,Shipped,Classic Cars,S18_3232,Austria
10425,28,100,In Process,Classic Cars,S18_3232,France
10105,38,100,Shipped,Trains,S18_3259,Denmark
10117,21,95.8,Shipped,Trains,S18_3259,Singapore
10128,41,100,Shipped,Trains,S18_3259,Spain
10142,22,97.81,Shipped,Trains,S18_3259,USA
10153,29,88.74,Shipped,Trains,S18_3259,Spain
10165,50,100,Shipped,Trains,S18_3259,Singapore
10177,29,100,Shipped,Trains,S18_3259,Spain
10185,49,80.67,Shipped,Trains,S18_3259,USA
10196,35,100,Shipped,Trains,S18_3259,USA
10208,48,100,Shipped,Trains,S18_3259,France
10221,23,80.67,Shipped,Trains,S18_3259,Belgium
10232,48,95.8,Shipped,Trains,S18_3259,UK
10248,42,100,Cancelled,Trains,S18_3259,USA
10273,47,100,Shipped,Trains,S18_3259,Belgium
10282,36,100,Shipped,Trains,S18_3259,USA
10293,22,100,Shipped,Trains,S18_3259,Italy
10306,40,91.76,Shipped,Trains,S18_3259,UK
10314,23,100,Shipped,Trains,S18_3259,Denmark
10326,32,100,Shipped,Trains,S18_3259,Sweden
10336,21,100,Shipped,Trains,S18_3259,France
10350,41,93.04,Shipped,Trains,S18_3259,Spain
10372,25,84.71,Shipped,Trains,S18_3259,Japan
10383,26,100,Shipped,Trains,S18_3259,Spain
10396,24,89.75,Shipped,Trains,S18_3259,USA
10414,48,100,On Hold,Trains,S18_3259,USA
10108,26,68.35,Shipped,Classic Cars,S18_3278,Philippines
10122,21,73.17,Shipped,Classic Cars,S18_3278,France
10135,45,78,Shipped,Classic Cars,S18_3278,USA
10147,36,86.04,Shipped,Classic Cars,S18_3278,USA
10159,21,81.21,Shipped,Classic Cars,S18_3278,USA
10169,32,70.76,Shipped,Classic Cars,S18_3278,Australia
10181,30,82.82,Shipped,Classic Cars,S18_3278,Norway
10191,36,94.88,Shipped,Classic Cars,S18_3278,Germany
10203,33,86.04,Shipped,Classic Cars,S18_3278,Spain
10211,35,78,Shipped,Classic Cars,S18_3278,France
10225,37,95.69,Shipped,Classic Cars,S18_3278,Switzerland
10238,41,73.17,Shipped,Classic Cars,S18_3278,Denmark
10252,20,76.39,Shipped,Classic Cars,S18_3278,France
10265,45,86.84,Shipped,Classic Cars,S18_3278,Australia
10276,38,69.96,Shipped,Classic Cars,S18_3278,USA
10287,43,70.76,Shipped,Classic Cars,S18_3278,Switzerland
10300,49,78.8,Shipped,Classic Cars,S18_3278,Germany
10310,27,80.41,Shipped,Classic Cars,S18_3278,Germany
10319,46,73.98,Shipped,Classic Cars,S18_3278,USA
10329,38,59.1,Shipped,Classic Cars,S18_3278,USA
10342,25,66.74,Shipped,Classic Cars,S18_3278,Australia
10363,46,60.3,Shipped,Classic Cars,S18_3278,Finland
10378,22,100,Shipped,Classic Cars,S18_3278,Spain
10390,40,100,Shipped,Classic Cars,S18_3278,USA
10103,46,100,Shipped,Vintage Cars,S18_3320,Norway
10111,39,100,Shipped,Vintage Cars,S18_3320,USA
10126,38,82.34,Shipped,Vintage Cars,S18_3320,Spain
10139,30,100,Shipped,Vintage Cars,S18_3320,Australia
10149,42,94.25,Shipped,Vintage Cars,S18_3320,USA
10163,43,100,Shipped,Vintage Cars,S18_3320,USA
10173,29,95.24,Shipped,Vintage Cars,S18_3320,Italy
10182,33,86.31,Shipped,Vintage Cars,S18_3320,USA
10193,32,79.37,Shipped,Vintage Cars,S18_3320,Australia
10206,28,87.3,Shipped,Vintage Cars,S18_3320,Canada
10215,41,100,Shipped,Vintage Cars,S18_3320,USA
10227,33,100,Shipped,Vintage Cars,S18_3320,France
10244,36,84.33,Shipped,Vintage Cars,S18_3320,Spain
10257,26,89.29,Shipped,Vintage Cars,S18_3320,USA
10280,34,100,Shipped,Vintage Cars,S18_3320,Italy
10290,26,96.23,Shipped,Vintage Cars,S18_3320,USA
10304,38,100,Shipped,Vintage Cars,S18_3320,France
10312,33,100,Shipped,Vintage Cars,S18_3320,USA
10323,33,91.27,Shipped,Vintage Cars,S18_3320,Germany
10333,46,100,Shipped,Vintage Cars,S18_3320,USA
10347,26,100,Shipped,Vintage Cars,S18_3320,Australia
10357,25,100,Shipped,Vintage Cars,S18_3320,USA
10369,45,73.08,Shipped,Vintage Cars,S18_3320,USA
10382,50,100,Shipped,Vintage Cars,S18_3320,USA
10392,36,100,Shipped,Vintage Cars,S18_3320,Austria
10423,21,89.29,In Process,Vintage Cars,S18_3320,Belgium
10108,29,100,Shipped,Classic Cars,S18_3482,Philippines
10122,21,100,Shipped,Classic Cars,S18_3482,France
10135,42,100,Shipped,Classic Cars,S18_3482,USA
10147,37,100,Shipped,Classic Cars,S18_3482,USA
10159,25,100,Shipped,Classic Cars,S18_3482,USA
10169,36,100,Shipped,Classic Cars,S18_3482,Australia
10181,22,100,Shipped,Classic Cars,S18_3482,Norway
10191,23,100,Shipped,Classic Cars,S18_3482,Germany
10203,32,100,Shipped,Classic Cars,S18_3482,Spain
10211,28,100,Shipped,Classic Cars,S18_3482,France
10225,27,100,Shipped,Classic Cars,S18_3482,Switzerland
10238,49,100,Shipped,Classic Cars,S18_3482,Denmark
10252,41,100,Shipped,Classic Cars,S18_3482,France
10265,49,100,Shipped,Classic Cars,S18_3482,Australia
10276,30,100,Shipped,Classic Cars,S18_3482,USA
10287,40,100,Shipped,Classic Cars,S18_3482,Switzerland
10300,23,100,Shipped,Classic Cars,S18_3482,Germany
10310,49,100,Shipped,Classic Cars,S18_3482,Germany
10320,25,100,Shipped,Classic Cars,S18_3482,Sweden
10330,37,100,Shipped,Classic Cars,S18_3482,Philippines
10342,55,100,Shipped,Classic Cars,S18_3482,Australia
10355,23,100,Shipped,Classic Cars,S18_3482,Spain
10363,24,100,Shipped,Classic Cars,S18_3482,Finland
10378,43,96.49,Shipped,Classic Cars,S18_3482,Spain
10390,50,100,Shipped,Classic Cars,S18_3482,USA
10109,47,100,Shipped,Classic Cars,S18_3685,USA
10123,34,100,Shipped,Classic Cars,S18_3685,France
10137,31,100,Shipped,Classic Cars,S18_3685,France
10148,28,100,Shipped,Classic Cars,S18_3685,Australia
10161,36,100,Shipped,Classic Cars,S18_3685,Denmark
10172,48,100,Shipped,Classic Cars,S18_3685,USA
10181,39,100,Shipped,Classic Cars,S18_3685,Norway
10192,45,100,Shipped,Classic Cars,S18_3685,USA
10204,35,100,Shipped,Classic Cars,S18_3685,USA
10212,45,100,Shipped,Classic Cars,S18_3685,Spain
10226,46,100,Shipped,Classic Cars,S18_3685,USA
10240,37,100,Shipped,Classic Cars,S18_3685,Japan
10253,31,100,Cancelled,Classic Cars,S18_3685,UK
10266,33,100,Shipped,Classic Cars,S18_3685,Italy
10278,31,100,Shipped,Classic Cars,S18_3685,USA
10287,27,100,Shipped,Classic Cars,S18_3685,Switzerland
10301,39,100,Shipped,Classic Cars,S18_3685,Norway
10311,32,100,Shipped,Classic Cars,S18_3685,Spain
10321,28,100,Shipped,Classic Cars,S18_3685,USA
10331,26,67.91,Shipped,Classic Cars,S18_3685,USA
10343,44,84.88,Shipped,Classic Cars,S18_3685,France
10367,46,100,Resolved,Classic Cars,S18_3685,USA
10379,32,70.83,Shipped,Classic Cars,S18_3685,Spain
10406,65,100,Disputed,Classic Cars,S18_3685,Denmark
10419,43,100,Shipped,Classic Cars,S18_3685,Austria
10108,43,67.77,Shipped,Motorcycles,S18_3782,Philippines
10122,35,49.74,Shipped,Motorcycles,S18_3782,France
10135,45,50.36,Shipped,Motorcycles,S18_3782,USA
10146,47,67.14,Shipped,Motorcycles,S18_3782,USA
10159,21,64.66,Shipped,Motorcycles,S18_3782,USA
10169,38,68.39,Shipped,Motorcycles,S18_3782,Australia
10180,21,50.36,Shipped,Motorcycles,S18_3782,France
10191,43,72.74,Shipped,Motorcycles,S18_3782,Germany
10211,46,54.09,Shipped,Motorcycles,S18_3782,France
10224,38,58.44,Shipped,Motorcycles,S18_3782,France
10237,26,52.22,Shipped,Motorcycles,S18_3782,USA
10252,31,52.84,Shipped,Motorcycles,S18_3782,France
10264,48,54.71,Shipped,Motorcycles,S18_3782,USA
10276,33,50.36,Shipped,Motorcycles,S18_3782,USA
10286,38,57.2,Shipped,Motorcycles,S18_3782,France
10299,39,55.95,Shipped,Motorcycles,S18_3782,Finland
10310,42,67.14,Shipped,Motorcycles,S18_3782,Germany
10319,44,59.06,Shipped,Motorcycles,S18_3782,USA
10330,29,69.63,Shipped,Motorcycles,S18_3782,Philippines
10342,26,55.95,Shipped,Motorcycles,S18_3782,Australia
10355,31,53.47,Shipped,Motorcycles,S18_3782,Spain
10363,32,89.12,Shipped,Motorcycles,S18_3782,Finland
10378,28,100,Shipped,Motorcycles,S18_3782,Spain
10390,36,100,Shipped,Motorcycles,S18_3782,USA
10403,36,52.22,Shipped,Motorcycles,S18_3782,UK
10106,41,100,Shipped,Vintage Cars,S18_3856,Italy
10119,27,99.52,Shipped,Vintage Cars,S18_3856,Austria
10130,33,100,Shipped,Vintage Cars,S18_3856,USA
10143,34,100,Shipped,Vintage Cars,S18_3856,USA
10155,29,100,Shipped,Vintage Cars,S18_3856,Finland
10167,34,100,Cancelled,Vintage Cars,S18_3856,Sweden
10178,48,100,Shipped,Vintage Cars,S18_3856,France
10186,46,100,Shipped,Vintage Cars,S18_3856,UK
10197,22,100,Shipped,Vintage Cars,S18_3856,Spain
10209,20,100,Shipped,Vintage Cars,S18_3856,USA
10222,45,85.75,Shipped,Vintage Cars,S18_3856,USA
10249,46,100,Shipped,Vintage Cars,S18_3856,USA
10262,34,100,Cancelled,Vintage Cars,S18_3856,Spain
10273,50,85.75,Shipped,Vintage Cars,S18_3856,Belgium
10283,46,100,Shipped,Vintage Cars,S18_3856,Canada
10296,22,84.7,Shipped,Vintage Cars,S18_3856,Germany
10307,48,86.81,Shipped,Vintage Cars,S18_3856,USA
10316,47,86.81,Shipped,Vintage Cars,S18_3856,UK
10328,34,100,Shipped,Vintage Cars,S18_3856,Italy
10338,45,100,Shipped,Vintage Cars,S18_3856,Belgium
10351,20,100,Shipped,Vintage Cars,S18_3856,UK
10373,50,60.49,Shipped,Vintage Cars,S18_3856,Finland
10386,22,57.55,Resolved,Vintage Cars,S18_3856,Spain
10398,45,100,Shipped,Vintage Cars,S18_3856,France
10400,58,100,Shipped,Vintage Cars,S18_3856,USA
10415,51,100,Disputed,Vintage Cars,S18_3856,Australia
10104,38,100,Shipped,Classic Cars,S18_4027,Spain
10117,22,100,Shipped,Classic Cars,S18_4027,Singapore
10127,25,100,Shipped,Classic Cars,S18_4027,USA
10142,24,100,Shipped,Classic Cars,S18_4027,USA
10152,35,100,Shipped,Classic Cars,S18_4027,Australia
10165,28,100,Shipped,Classic Cars,S18_4027,Singapore
10176,36,100,Shipped,Classic Cars,S18_4027,Italy
10185,39,100,Shipped,Classic Cars,S18_4027,USA
10196,27,100,Shipped,Classic Cars,S18_4027,USA
10207,40,100,Shipped,Classic Cars,S18_4027,USA
10220,50,100,Shipped,Classic Cars,S18_4027,Ireland
10230,42,100,Shipped,Classic Cars,S18_4027,Germany
10247,48,100,Shipped,Classic Cars,S18_4027,Finland
10272,25,100,Shipped,Classic Cars,S18_4027,USA
10282,31,100,Shipped,Classic Cars,S18_4027,USA
10292,44,100,Shipped,Classic Cars,S18_4027,USA
10306,23,100,Shipped,Classic Cars,S18_4027,UK
10314,29,100,Shipped,Classic Cars,S18_4027,Denmark
10324,49,100,Shipped,Classic Cars,S18_4027,USA
10337,36,100,Shipped,Classic Cars,S18_4027,USA
10349,34,100,Shipped,Classic Cars,S18_4027,USA
10358,25,100,Shipped,Classic Cars,S18_4027,Spain
10372,48,100,Shipped,Classic Cars,S18_4027,Japan
10383,38,100,Shipped,Classic Cars,S18_4027,Spain
10394,37,100,Shipped,Classic Cars,S18_4027,Spain
10413,49,100,Shipped,Classic Cars,S18_4027,USA
10100,22,86.51,Shipped,Vintage Cars,S18_4409,USA
10110,28,89.27,Shipped,Vintage Cars,S18_4409,UK
10124,36,85.59,Shipped,Vintage Cars,S18_4409,USA
10148,34,100,Shipped,Vintage Cars,S18_4409,Australia
10162,39,100,Shipped,Vintage Cars,S18_4409,USA
10173,21,75.46,Shipped,Vintage Cars,S18_4409,Italy
10182,36,100,Shipped,Vintage Cars,S18_4409,USA
10193,24,97.55,Shipped,Vintage Cars,S18_4409,Australia
10204,29,85.59,Shipped,Vintage Cars,S18_4409,USA
10213,38,94.79,Shipped,Vintage Cars,S18_4409,UK
10227,34,100,Shipped,Vintage Cars,S18_4409,France
10241,42,90.19,Shipped,Vintage Cars,S18_4409,France
10280,35,100,Shipped,Vintage Cars,S18_4409,Italy
10288,35,80.99,Shipped,Vintage Cars,S18_4409,Singapore
10302,38,89.27,Shipped,Vintage Cars,S18_4409,UK
10311,41,81.91,Shipped,Vintage Cars,S18_4409,Spain
10332,50,100,Shipped,Vintage Cars,S18_4409,UK
10344,21,100,Shipped,Vintage Cars,S18_4409,France
10367,43,62.72,Resolved,Vintage Cars,S18_4409,USA
10380,32,100,Shipped,Vintage Cars,S18_4409,Spain
10407,6,90.19,On Hold,Vintage Cars,S18_4409,USA
10420,66,92.95,In Process,Vintage Cars,S18_4409,Australia
10105,41,82.5,Shipped,Vintage Cars,S18_4522,Denmark
10117,23,97.42,Shipped,Vintage Cars,S18_4522,Singapore
10128,43,92.16,Shipped,Vintage Cars,S18_4522,Spain
10142,24,70.22,Shipped,Vintage Cars,S18_4522,USA
10153,22,83.38,Shipped,Vintage Cars,S18_4522,Spain
10166,26,73.73,Shipped,Vintage Cars,S18_4522,USA
10177,35,74.6,Shipped,Vintage Cars,S18_4522,Spain
10185,47,77.24,Shipped,Vintage Cars,S18_4522,USA
10197,50,100,Shipped,Vintage Cars,S18_4522,Spain
10208,45,87.77,Shipped,Vintage Cars,S18_4522,France
10221,39,89.53,Shipped,Vintage Cars,S18_4522,Belgium
10232,23,89.53,Shipped,Vintage Cars,S18_4522,UK
10248,42,75.48,Cancelled,Vintage Cars,S18_4522,USA
10261,20,89.53,Shipped,Vintage Cars,S18_4522,Canada
10273,33,71.09,Shipped,Vintage Cars,S18_4522,Belgium
10283,34,100,Shipped,Vintage Cars,S18_4522,Canada
10293,49,100,Shipped,Vintage Cars,S18_4522,Italy
10306,39,90.4,Shipped,Vintage Cars,S18_4522,UK
10315,36,100,Shipped,Vintage Cars,S18_4522,France
10326,50,86.01,Shipped,Vintage Cars,S18_4522,Sweden
10337,29,100,Shipped,Vintage Cars,S18_4522,USA
10350,30,100,Shipped,Vintage Cars,S18_4522,Spain
10372,41,86.89,Shipped,Vintage Cars,S18_4522,Japan
10383,28,58.58,Shipped,Vintage Cars,S18_4522,Spain
10396,45,100,Shipped,Vintage Cars,S18_4522,USA
10414,16,75.48,On Hold,Vintage Cars,S18_4522,USA
10103,36,100,Shipped,Trucks and Buses,S18_4600,Norway
10114,41,100,Shipped,Trucks and Buses,S18_4600,France
10126,50,100,Shipped,Trucks and Buses,S18_4600,Spain
10140,40,100,Shipped,Trucks and Buses,S18_4600,USA
10150,49,100,Shipped,Trucks and Buses,S18_4600,Singapore
10164,45,100,Resolved,Trucks and Buses,S18_4600,Austria
10175,47,100,Shipped,Trucks and Buses,S18_4600,UK
10183,21,100,Shipped,Trucks and Buses,S18_4600,USA
10194,32,100,Shipped,Trucks and Buses,S18_4600,France
10207,47,100,Shipped,Trucks and Buses,S18_4600,USA
10217,38,100,Shipped,Trucks and Buses,S18_4600,Singapore
10229,41,100,Shipped,Trucks and Buses,S18_4600,USA
10245,21,100,Shipped,Trucks and Buses,S18_4600,USA
10259,41,100,Shipped,Trucks and Buses,S18_4600,Singapore
10270,38,100,Shipped,Trucks and Buses,S18_4600,Australia
10281,25,99.29,Shipped,Trucks and Buses,S18_4600,USA
10291,48,100,Shipped,Trucks and Buses,S18_4600,Sweden
10305,22,99.29,Shipped,Trucks and Buses,S18_4600,USA
10313,28,100,Shipped,Trucks and Buses,S18_4600,Canada
10323,47,100,Shipped,Trucks and Buses,S18_4600,Germany
10334,49,100,On Hold,Trucks and Buses,S18_4600,Sweden
10347,45,100,Shipped,Trucks and Buses,S18_4600,Australia
10357,28,100,Shipped,Trucks and Buses,S18_4600,USA
10370,29,57.53,Shipped,Trucks and Buses,S18_4600,Australia
10382,39,100,Shipped,Trucks and Buses,S18_4600,USA
10411,46,100,Shipped,Trucks and Buses,S18_4600,Canada
10425,38,100,In Process,Trucks and Buses,S18_4600,France
10103,41,47.29,Shipped,Vintage Cars,S18_4668,Norway
10113,50,49.81,Shipped,Vintage Cars,S18_4668,USA
10126,43,53.83,Shipped,Vintage Cars,S18_4668,Spain
10140,29,43.27,Shipped,Vintage Cars,S18_4668,USA
10150,30,42.76,Shipped,Vintage Cars,S18_4668,Singapore
10164,25,53.83,Resolved,Vintage Cars,S18_4668,Austria
10174,49,44.78,Shipped,Vintage Cars,S18_4668,Australia
10183,40,49.3,Shipped,Vintage Cars,S18_4668,USA
10194,41,44.78,Shipped,Vintage Cars,S18_4668,France
10206,21,53.33,Shipped,Vintage Cars,S18_4668,Canada
10215,46,45.28,Shipped,Vintage Cars,S18_4668,USA
10229,39,40.25,Shipped,Vintage Cars,S18_4668,USA
10245,45,59.87,Shipped,Vintage Cars,S18_4668,USA
10258,21,59.87,Shipped,Vintage Cars,S18_4668,Japan
10270,44,58.36,Shipped,Vintage Cars,S18_4668,Australia
10281,44,59.87,Shipped,Vintage Cars,S18_4668,USA
10291,29,51.82,Shipped,Vintage Cars,S18_4668,Sweden
10304,34,49.3,Shipped,Vintage Cars,S18_4668,France
10312,39,56.85,Shipped,Vintage Cars,S18_4668,USA
10324,38,100,Shipped,Vintage Cars,S18_4668,USA
10333,24,79.86,Shipped,Vintage Cars,S18_4668,USA
10348,29,100,Shipped,Vintage Cars,S18_4668,Spain
10358,30,100,Shipped,Vintage Cars,S18_4668,Spain
10370,20,100,Shipped,Vintage Cars,S18_4668,Australia
10382,39,100,Shipped,Vintage Cars,S18_4668,USA
10411,35,59.87,Shipped,Vintage Cars,S18_4668,Canada
10424,26,59.87,In Process,Vintage Cars,S18_4668,Spain
10108,44,100,Shipped,Classic Cars,S18_4721,Philippines
10122,28,100,Shipped,Classic Cars,S18_4721,France
10135,31,100,Shipped,Classic Cars,S18_4721,USA
10146,29,100,Shipped,Classic Cars,S18_4721,USA
10159,32,100,Shipped,Classic Cars,S18_4721,USA
10169,33,100,Shipped,Classic Cars,S18_4721,Australia
10180,44,100,Shipped,Classic Cars,S18_4721,France
10191,32,100,Shipped,Classic Cars,S18_4721,Germany
10211,41,100,Shipped,Classic Cars,S18_4721,France
10225,35,100,Shipped,Classic Cars,S18_4721,Switzerland
10238,44,100,Shipped,Classic Cars,S18_4721,Denmark
10252,26,100,Shipped,Classic Cars,S18_4721,France
10264,20,100,Shipped,Classic Cars,S18_4721,USA
10276,48,100,Shipped,Classic Cars,S18_4721,USA
10287,34,100,Shipped,Classic Cars,S18_4721,Switzerland
10299,49,100,Shipped,Classic Cars,S18_4721,Finland
10310,40,100,Shipped,Classic Cars,S18_4721,Germany
10319,45,100,Shipped,Classic Cars,S18_4721,USA
10330,50,100,Shipped,Classic Cars,S18_4721,Philippines
10342,38,100,Shipped,Classic Cars,S18_4721,Australia
10355,25,100,Shipped,Classic Cars,S18_4721,Spain
10363,28,58.18,Shipped,Classic Cars,S18_4721,Finland
10378,49,67.14,Shipped,Classic Cars,S18_4721,Spain
10390,49,100,Shipped,Classic Cars,S18_4721,USA
10110,42,61.29,Shipped,Classic Cars,S18_4933,UK
10124,23,57.73,Shipped,Classic Cars,S18_4933,USA
10148,29,81.25,Shipped,Classic Cars,S18_4933,Australia
10161,25,80.54,Shipped,Classic Cars,S18_4933,Denmark
10173,39,71.98,Shipped,Classic Cars,S18_4933,Italy
10182,44,69.84,Shipped,Classic Cars,S18_4933,USA
10193,25,76.26,Shipped,Classic Cars,S18_4933,Australia
10204,45,76.26,Shipped,Classic Cars,S18_4933,USA
10213,25,83.39,Shipped,Classic Cars,S18_4933,UK
10227,37,57.73,Shipped,Classic Cars,S18_4933,France
10241,30,66.99,Shipped,Classic Cars,S18_4933,France
10267,36,75.55,Shipped,Classic Cars,S18_4933,USA
10279,26,60.58,Shipped,Classic Cars,S18_4933,Spain
10288,23,73.41,Shipped,Classic Cars,S18_4933,Singapore
10302,23,72.7,Shipped,Classic Cars,S18_4933,UK
10311,25,66.99,Shipped,Classic Cars,S18_4933,Spain
10332,21,100,Shipped,Classic Cars,S18_4933,UK
10344,26,63.43,Shipped,Classic Cars,S18_4933,France
